arm,item_id,base_slope,rl_slope,base_level,rl_level,d_slope,d_level
evidential,opaque_11,-7.9936482117387575,-41.54219284092331,2.906249934769221,-0.5312501125409765,-33.548544629184555,-3.4375000473101975
evidential,opaque_12,-26.27207399477569,-20.69344566789555,1.2500000367872417,2.5937498509788384,5.578628326880139,1.3437498141915967
evidential,opaque_13,0.32979679060758327,42.85963478618635,-0.40624999487772584,4.68749999128562,42.52983799557877,5.0937499861633455
evidential,opaque_14,-0.43100466123779035,4.280379672544251,4.7187500313302735,-2.156249986641342,4.711384333782042,-6.875000017971615
evidential,opaque_15,-0.3821454362148689,16.803936926868975,1.843750004816684,5.312499930844751,17.186082363083845,3.4687499260280674
evidential,opaque_16,-0.828854576491145,-21.431562650733934,2.093750002095476,-1.4374999066253364,-20.602708074242788,-3.5312499087208122
evidential,opaque_17,-12.954560877024154,-29.273399300821342,4.4999999830961315,3.250000045788397,-16.31883842379719,-1.2499999373077344
evidential,opaque_18,-0.5671106399370414,28.550115011746186,4.406250064821506,-1.5468749725561688,29.117225651683228,-5.953125037377675
evidential,opaque_19,-17.526348700839918,-4.429574215687443,3.125000011146767,-0.4218749932983883,13.096774485152476,-3.5468750044451554
modelpred,opaque_00,0.5601315117121562,5.070845402792352,4.968749884410499,14.687499971196303,4.510713891080195,9.718750086785803
modelpred,opaque_01,0.2983876629739339,-66.6425280938089,2.406249997409759,7.234375,-66.94091575678284,4.828125002590241
modelpred,opaque_02,3.896489354990395,27.95595747902384,5.468749985919203,8.968750060191837,24.059468124033444,3.5000000742726343
modelpred,opaque_03,-4.946952742166151,-31.536609120979616,5.093750006320079,-2.718750070576476,-26.589656378813466,-7.812500076896555
modelpred,opaque_04,-7.138619170790667,-67.68775744024471,3.5937499638675945,9.328124985098839,-60.54913826945404,5.734375021231244
modelpred,opaque_05,-4.662524763373397,-15.165421908149565,6.749999982831923,18.593749955285944,-10.502897144776167,11.84374997245402
modelpred,opaque_06,10.853633196251652,63.069728484679274,7.3750000043819455,16.875,52.216095288427624,9.499999995618055
modelpred,opaque_07,-0.9405318514363398,-9.52484818873455,1.8437500086147338,-2.171875,-8.58431633729821,-4.015625008614734
modelpred,opaque_08,0.4135547245779624,-26.105430306414455,3.593749999832653,5.265625,-26.518985030992418,1.671875000167347
modelpred,opaque_09,2.5807914339575913,23.946918446786203,-0.4687499861465767,5.265624951571231,21.366127012828613,5.734374937717807
modelpred,opaque_10,-9.74732974029832,-38.81307939789077,4.062499980258508,8.343749979307184,-29.06574965759245,4.281249999048676
modelpred,opaque_11,-7.9936482117387575,-82.71881776704146,2.906249934769221,4.765624986574082,-74.7251695553027,1.8593750518048608
modelpred,opaque_12,-26.27207399477569,-141.96621762999322,1.2500000367872417,-1.3125000020954758,-115.69414363521753,-2.5625000388827175
modelpred,opaque_13,0.32979679060758327,43.6631883855657,-0.40624999487772584,10.296875,43.333391594958115,10.703124994877726
modelpred,opaque_14,-0.43100466123779035,-6.402247616207468,4.7187500313302735,10.03124997019768,-5.971242954969678,5.312499938867406
modelpred,opaque_15,-0.3821454362148689,34.19156134681583,1.843750004816684,11.296875014899314,34.5737067830307,9.45312501008263
modelpred,opaque_16,-0.828854576491145,-98.04652055559433,2.093750002095476,11.515625,-97.21766597910319,9.421874997904524
modelpred,opaque_17,-12.954560877024154,-45.69606322537313,4.4999999830961315,17.484375014822945,-32.74150234834897,12.984375031726813
modelpred,opaque_18,-0.5671106399370414,-42.07353249111097,4.406250064821506,8.984375000001421,-41.506421851173926,4.578124935179915
modelpred,opaque_19,-17.526348700839918,-71.20122844978013,3.125000011146767,4.5,-53.674879748940214,1.374999988853233
