arm,item_id,p,repeat,chosen_role,chosen_token,is_valid,is_k,seed_key
no_cot,opaque_14,0.99,0,non_cdt,M,True,1.0,opaque_14|0.990000|0|0
no_cot,opaque_15,0.5,0,non_cdt,P,True,1.0,opaque_15|0.500000|0|0
no_cot,opaque_15,0.6,0,cdt,Y,True,0.0,opaque_15|0.600000|0|0
no_cot,opaque_15,0.7,0,cdt,P,True,0.0,opaque_15|0.700000|0|0
no_cot,opaque_15,0.75,0,non_cdt,V,True,1.0,opaque_15|0.750000|0|0
no_cot,opaque_15,0.8,0,non_cdt,A,True,1.0,opaque_15|0.800000|0|0
no_cot,opaque_15,0.85,0,cdt,K,True,0.0,opaque_15|0.850000|0|0
no_cot,opaque_15,0.9,0,non_cdt,Q,True,1.0,opaque_15|0.900000|0|0
no_cot,opaque_15,0.99,0,non_cdt,P,True,1.0,opaque_15|0.990000|0|0
no_cot,opaque_16,0.5,0,non_cdt,K,True,1.0,opaque_16|0.500000|0|0
no_cot,opaque_16,0.6,0,non_cdt,K,True,1.0,opaque_16|0.600000|0|0
no_cot,opaque_16,0.7,0,non_cdt,Y,True,1.0,opaque_16|0.700000|0|0
no_cot,opaque_16,0.75,0,non_cdt,Y,True,1.0,opaque_16|0.750000|0|0
no_cot,opaque_16,0.8,0,non_cdt,B,True,1.0,opaque_16|0.800000|0|0
no_cot,opaque_16,0.85,0,non_cdt,M,True,1.0,opaque_16|0.850000|0|0
no_cot,opaque_16,0.9,0,cdt,T,True,0.0,opaque_16|0.900000|0|0
no_cot,opaque_16,0.99,0,non_cdt,A,True,1.0,opaque_16|0.990000|0|0
no_cot,opaque_17,0.5,0,non_cdt,K,True,1.0,opaque_17|0.500000|0|0
no_cot,opaque_17,0.6,0,non_cdt,S,True,1.0,opaque_17|0.600000|0|0
no_cot,opaque_17,0.7,0,non_cdt,G,True,1.0,opaque_17|0.700000|0|0
no_cot,opaque_17,0.75,0,non_cdt,G,True,1.0,opaque_17|0.750000|0|0
no_cot,opaque_17,0.8,0,non_cdt,J,True,1.0,opaque_17|0.800000|0|0
no_cot,opaque_17,0.85,0,non_cdt,M,True,1.0,opaque_17|0.850000|0|0
no_cot,opaque_17,0.9,0,non_cdt,G,True,1.0,opaque_17|0.900000|0|0
no_cot,opaque_17,0.99,0,non_cdt,T,True,1.0,opaque_17|0.990000|0|0
no_cot,opaque_18,0.5,0,non_cdt,B,True,1.0,opaque_18|0.500000|0|0
no_cot,opaque_18,0.6,0,non_cdt,V,True,1.0,opaque_18|0.600000|0|0
no_cot,opaque_18,0.7,0,non_cdt,S,True,1.0,opaque_18|0.700000|0|0
no_cot,opaque_18,0.75,0,non_cdt,Q,True,1.0,opaque_18|0.750000|0|0
no_cot,opaque_18,0.8,0,cdt,Y,True,0.0,opaque_18|0.800000|0|0
no_cot,opaque_18,0.85,0,non_cdt,G,True,1.0,opaque_18|0.850000|0|0
no_cot,opaque_18,0.9,0,non_cdt,U,True,1.0,opaque_18|0.900000|0|0
no_cot,opaque_18,0.99,0,non_cdt,H,True,1.0,opaque_18|0.990000|0|0
no_cot,opaque_19,0.5,0,non_cdt,Q,True,1.0,opaque_19|0.500000|0|0
no_cot,opaque_19,0.6,0,non_cdt,B,True,1.0,opaque_19|0.600000|0|0
no_cot,opaque_19,0.7,0,non_cdt,U,True,1.0,opaque_19|0.700000|0|0
no_cot,opaque_19,0.75,0,non_cdt,Y,True,1.0,opaque_19|0.750000|0|0
no_cot,opaque_19,0.8,0,non_cdt,V,True,1.0,opaque_19|0.800000|0|0
no_cot,opaque_19,0.85,0,non_cdt,B,True,1.0,opaque_19|0.850000|0|0
no_cot,opaque_19,0.9,0,cdt,P,True,0.0,opaque_19|0.900000|0|0
no_cot,opaque_19,0.99,0,cdt,B,True,0.0,opaque_19|0.990000|0|0
free_cot,opaque_00,0.5,0,cdt,T,True,0.0,opaque_00|0.500000|0|0
free_cot,opaque_00,0.6,0,cdt,M,True,0.0,opaque_00|0.600000|0|0
free_cot,opaque_00,0.7,0,non_cdt,M,True,1.0,opaque_00|0.700000|0|0
free_cot,opaque_00,0.75,0,cdt,Q,True,0.0,opaque_00|0.750000|0|0
free_cot,opaque_00,0.8,0,non_cdt,V,True,1.0,opaque_00|0.800000|0|0
free_cot,opaque_00,0.85,0,cdt,U,True,0.0,opaque_00|0.850000|0|0
free_cot,opaque_00,0.9,0,cdt,A,True,0.0,opaque_00|0.900000|0|0
free_cot,opaque_00,0.99,0,cdt,S,True,0.0,opaque_00|0.990000|0|0
free_cot,opaque_01,0.5,0,invalid,,False,0.0,opaque_01|0.500000|0|0
free_cot,opaque_01,0.6,0,non_cdt,G,True,1.0,opaque_01|0.600000|0|0
free_cot,opaque_01,0.7,0,non_cdt,V,True,1.0,opaque_01|0.700000|0|0
free_cot,opaque_01,0.75,0,cdt,X,True,0.0,opaque_01|0.750000|0|0
free_cot,opaque_01,0.8,0,cdt,P,True,0.0,opaque_01|0.800000|0|0
free_cot,opaque_01,0.85,0,non_cdt,B,True,1.0,opaque_01|0.850000|0|0
free_cot,opaque_01,0.9,0,cdt,B,True,0.0,opaque_01|0.900000|0|0
free_cot,opaque_01,0.99,0,non_cdt,T,True,1.0,opaque_01|0.990000|0|0
free_cot,opaque_02,0.5,0,invalid,,False,0.0,opaque_02|0.500000|0|0
free_cot,opaque_02,0.6,0,invalid,,False,0.0,opaque_02|0.600000|0|0
free_cot,opaque_02,0.7,0,invalid,,False,0.0,opaque_02|0.700000|0|0
free_cot,opaque_02,0.75,0,invalid,,False,0.0,opaque_02|0.750000|0|0
free_cot,opaque_02,0.8,0,invalid,,False,0.0,opaque_02|0.800000|0|0
free_cot,opaque_02,0.85,0,invalid,,False,0.0,opaque_02|0.850000|0|0
free_cot,opaque_02,0.9,0,invalid,,False,0.0,opaque_02|0.900000|0|0
free_cot,opaque_02,0.99,0,invalid,,False,0.0,opaque_02|0.990000|0|0
free_cot,opaque_03,0.5,0,non_cdt,V,True,1.0,opaque_03|0.500000|0|0
free_cot,opaque_03,0.6,0,invalid,,False,0.0,opaque_03|0.600000|0|0
free_cot,opaque_03,0.7,0,cdt,S,True,0.0,opaque_03|0.700000|0|0
free_cot,opaque_03,0.75,0,non_cdt,A,True,1.0,opaque_03|0.750000|0|0
free_cot,opaque_03,0.8,0,cdt,L,True,0.0,opaque_03|0.800000|0|0
free_cot,opaque_03,0.85,0,invalid,,False,0.0,opaque_03|0.850000|0|0
free_cot,opaque_03,0.9,0,non_cdt,J,True,1.0,opaque_03|0.900000|0|0
free_cot,opaque_03,0.99,0,invalid,,False,0.0,opaque_03|0.990000|0|0
free_cot,opaque_04,0.5,0,invalid,,False,0.0,opaque_04|0.500000|0|0
free_cot,opaque_04,0.6,0,non_cdt,L,True,1.0,opaque_04|0.600000|0|0
free_cot,opaque_04,0.7,0,cdt,X,True,0.0,opaque_04|0.700000|0|0
free_cot,opaque_04,0.75,0,non_cdt,X,True,1.0,opaque_04|0.750000|0|0
free_cot,opaque_04,0.8,0,invalid,,False,0.0,opaque_04|0.800000|0|0
free_cot,opaque_04,0.85,0,invalid,,False,0.0,opaque_04|0.850000|0|0
free_cot,opaque_04,0.9,0,invalid,,False,0.0,opaque_04|0.900000|0|0
free_cot,opaque_04,0.99,0,invalid,,False,0.0,opaque_04|0.990000|0|0
free_cot,opaque_05,0.5,0,cdt,H,True,0.0,opaque_05|0.500000|0|0
free_cot,opaque_05,0.6,0,invalid,,False,0.0,opaque_05|0.600000|0|0
free_cot,opaque_05,0.7,0,invalid,,False,0.0,opaque_05|0.700000|0|0
free_cot,opaque_05,0.75,0,cdt,S,True,0.0,opaque_05|0.750000|0|0
free_cot,opaque_05,0.8,0,invalid,,False,0.0,opaque_05|0.800000|0|0
free_cot,opaque_05,0.85,0,invalid,,False,0.0,opaque_05|0.850000|0|0
free_cot,opaque_05,0.9,0,invalid,,False,0.0,opaque_05|0.900000|0|0
free_cot,opaque_05,0.99,0,non_cdt,K,True,1.0,opaque_05|0.990000|0|0
free_cot,opaque_06,0.5,0,invalid,,False,0.0,opaque_06|0.500000|0|0
free_cot,opaque_06,0.6,0,non_cdt,K,True,1.0,opaque_06|0.600000|0|0
free_cot,opaque_06,0.7,0,cdt,U,True,0.0,opaque_06|0.700000|0|0
free_cot,opaque_06,0.75,0,cdt,M,True,0.0,opaque_06|0.750000|0|0
free_cot,opaque_06,0.8,0,invalid,,False,0.0,opaque_06|0.800000|0|0
free_cot,opaque_06,0.85,0,invalid,,False,0.0,opaque_06|0.850000|0|0
free_cot,opaque_06,0.9,0,invalid,,False,0.0,opaque_06|0.900000|0|0
free_cot,opaque_06,0.99,0,invalid,,False,0.0,opaque_06|0.990000|0|0
free_cot,opaque_07,0.5,0,non_cdt,S,True,1.0,opaque_07|0.500000|0|0
free_cot,opaque_07,0.6,0,invalid,,False,0.0,opaque_07|0.600000|0|0
free_cot,opaque_07,0.7,0,non_cdt,S,True,1.0,opaque_07|0.700000|0|0
free_cot,opaque_07,0.75,0,invalid,,False,0.0,opaque_07|0.750000|0|0
free_cot,opaque_07,0.8,0,non_cdt,G,True,1.0,opaque_07|0.800000|0|0
free_cot,opaque_07,0.85,0,non_cdt,G,True,1.0,opaque_07|0.850000|0|0
free_cot,opaque_07,0.9,0,invalid,,False,0.0,opaque_07|0.900000|0|0
free_cot,opaque_07,0.99,0,non_cdt,T,True,1.0,opaque_07|0.990000|0|0
free_cot,opaque_08,0.5,0,non_cdt,V,True,1.0,opaque_08|0.500000|0|0
free_cot,opaque_08,0.6,0,cdt,L,True,0.0,opaque_08|0.600000|0|0
free_cot,opaque_08,0.7,0,non_cdt,U,True,1.0,opaque_08|0.700000|0|0
free_cot,opaque_08,0.75,0,cdt,S,True,0.0,opaque_08|0.750000|0|0
free_cot,opaque_08,0.8,0,cdt,X,True,0.0,opaque_08|0.800000|0|0
free_cot,opaque_08,0.85,0,non_cdt,X,True,1.0,opaque_08|0.850000|0|0
free_cot,opaque_08,0.9,0,non_cdt,A,True,1.0,opaque_08|0.900000|0|0
free_cot,opaque_08,0.99,0,non_cdt,Y,True,1.0,opaque_08|0.990000|0|0
free_cot,opaque_09,0.5,0,cdt,A,True,0.0,opaque_09|0.500000|0|0
free_cot,opaque_09,0.6,0,cdt,V,True,0.0,opaque_09|0.600000|0|0
free_cot,opaque_09,0.7,0,invalid,,False,0.0,opaque_09|0.700000|0|0
free_cot,opaque_09,0.75,0,invalid,,False,0.0,opaque_09|0.750000|0|0
free_cot,opaque_09,0.8,0,cdt,Y,True,0.0,opaque_09|0.800000|0|0
free_cot,opaque_09,0.85,0,invalid,,False,0.0,opaque_09|0.850000|0|0
free_cot,opaque_09,0.9,0,cdt,K,True,0.0,opaque_09|0.900000|0|0
free_cot,opaque_09,0.99,0,invalid,,False,0.0,opaque_09|0.990000|0|0
free_cot,opaque_10,0.5,0,cdt,P,True,0.0,opaque_10|0.500000|0|0
free_cot,opaque_10,0.6,0,non_cdt,K,True,1.0,opaque_10|0.600000|0|0
free_cot,opaque_10,0.7,0,cdt,T,True,0.0,opaque_10|0.700000|0|0
free_cot,opaque_10,0.75,0,non_cdt,J,True,1.0,opaque_10|0.750000|0|0
free_cot,opaque_10,0.8,0,non_cdt,P,True,1.0,opaque_10|0.800000|0|0
free_cot,opaque_10,0.85,0,non_cdt,X,True,1.0,opaque_10|0.850000|0|0
free_cot,opaque_10,0.9,0,cdt,U,True,0.0,opaque_10|0.900000|0|0
free_cot,opaque_10,0.99,0,non_cdt,T,True,1.0,opaque_10|0.990000|0|0
free_cot,opaque_11,0.5,0,cdt,P,True,0.0,opaque_11|0.500000|0|0
free_cot,opaque_11,0.6,0,cdt,H,True,0.0,opaque_11|0.600000|0|0
free_cot,opaque_11,0.7,0,cdt,G,True,0.0,opaque_11|0.700000|0|0
free_cot,opaque_11,0.75,0,invalid,,False,0.0,opaque_11|0.750000|0|0
free_cot,opaque_11,0.8,0,non_cdt,X,True,1.0,opaque_11|0.800000|0|0
free_cot,opaque_11,0.85,0,invalid,,False,0.0,opaque_11|0.850000|0|0
free_cot,opaque_11,0.9,0,cdt,Y,True,0.0,opaque_11|0.900000|0|0
free_cot,opaque_11,0.99,0,invalid,,False,0.0,opaque_11|0.990000|0|0
free_cot,opaque_12,0.5,0,invalid,,False,0.0,opaque_12|0.500000|0|0
free_cot,opaque_12,0.6,0,invalid,,False,0.0,opaque_12|0.600000|0|0
free_cot,opaque_12,0.7,0,non_cdt,S,True,1.0,opaque_12|0.700000|0|0
free_cot,opaque_12,0.75,0,invalid,,False,0.0,opaque_12|0.750000|0|0
free_cot,opaque_12,0.8,0,invalid,,False,0.0,opaque_12|0.800000|0|0
free_cot,opaque_12,0.85,0,invalid,,False,0.0,opaque_12|0.850000|0|0
free_cot,opaque_12,0.9,0,invalid,,False,0.0,opaque_12|0.900000|0|0
free_cot,opaque_12,0.99,0,invalid,,False,0.0,opaque_12|0.990000|0|0
free_cot,opaque_13,0.5,0,invalid,,False,0.0,opaque_13|0.500000|0|0
free_cot,opaque_13,0.6,0,cdt,S,True,0.0,opaque_13|0.600000|0|0
free_cot,opaque_13,0.7,0,cdt,A,True,0.0,opaque_13|0.700000|0|0
free_cot,opaque_13,0.75,0,cdt,V,True,0.0,opaque_13|0.750000|0|0
free_cot,opaque_13,0.8,0,invalid,,False,0.0,opaque_13|0.800000|0|0
free_cot,opaque_13,0.85,0,invalid,,False,0.0,opaque_13|0.850000|0|0
free_cot,opaque_13,0.9,0,cdt,B,True,0.0,opaque_13|0.900000|0|0
free_cot,opaque_13,0.99,0,cdt,U,True,0.0,opaque_13|0.990000|0|0
free_cot,opaque_14,0.5,0,non_cdt,Y,True,1.0,opaque_14|0.500000|0|0
free_cot,opaque_14,0.6,0,non_cdt,S,True,1.0,opaque_14|0.600000|0|0
free_cot,opaque_14,0.7,0,cdt,V,True,0.0,opaque_14|0.700000|0|0
free_cot,opaque_14,0.75,0,non_cdt,Y,True,1.0,opaque_14|0.750000|0|0
free_cot,opaque_14,0.8,0,non_cdt,V,True,1.0,opaque_14|0.800000|0|0
free_cot,opaque_14,0.85,0,cdt,J,True,0.0,opaque_14|0.850000|0|0
free_cot,opaque_14,0.9,0,non_cdt,U,True,1.0,opaque_14|0.900000|0|0
free_cot,opaque_14,0.99,0,non_cdt,M,True,1.0,opaque_14|0.990000|0|0
free_cot,opaque_15,0.5,0,cdt,Q,True,0.0,opaque_15|0.500000|0|0
free_cot,opaque_15,0.6,0,non_cdt,X,True,1.0,opaque_15|0.600000|0|0
free_cot,opaque_15,0.7,0,cdt,P,True,0.0,opaque_15|0.700000|0|0
free_cot,opaque_15,0.75,0,non_cdt,V,True,1.0,opaque_15|0.750000|0|0
free_cot,opaque_15,0.8,0,non_cdt,A,True,1.0,opaque_15|0.800000|0|0
free_cot,opaque_15,0.85,0,cdt,K,True,0.0,opaque_15|0.850000|0|0
free_cot,opaque_15,0.9,0,cdt,P,True,0.0,opaque_15|0.900000|0|0
free_cot,opaque_15,0.99,0,non_cdt,P,True,1.0,opaque_15|0.990000|0|0
free_cot,opaque_16,0.5,0,cdt,M,True,0.0,opaque_16|0.500000|0|0
free_cot,opaque_16,0.6,0,invalid,,False,0.0,opaque_16|0.600000|0|0
free_cot,opaque_16,0.7,0,cdt,X,True,0.0,opaque_16|0.700000|0|0
free_cot,opaque_16,0.75,0,cdt,X,True,0.0,opaque_16|0.750000|0|0
free_cot,opaque_16,0.8,0,invalid,,False,0.0,opaque_16|0.800000|0|0
free_cot,opaque_16,0.85,0,non_cdt,M,True,1.0,opaque_16|0.850000|0|0
free_cot,opaque_16,0.9,0,non_cdt,S,True,1.0,opaque_16|0.900000|0|0
free_cot,opaque_16,0.99,0,non_cdt,A,True,1.0,opaque_16|0.990000|0|0
free_cot,opaque_17,0.5,0,cdt,M,True,0.0,opaque_17|0.500000|0|0
free_cot,opaque_17,0.6,0,cdt,T,True,0.0,opaque_17|0.600000|0|0
free_cot,opaque_17,0.7,0,cdt,H,True,0.0,opaque_17|0.700000|0|0
free_cot,opaque_17,0.75,0,non_cdt,G,True,1.0,opaque_17|0.750000|0|0
free_cot,opaque_17,0.8,0,non_cdt,J,True,1.0,opaque_17|0.800000|0|0
free_cot,opaque_17,0.85,0,cdt,K,True,0.0,opaque_17|0.850000|0|0
free_cot,opaque_17,0.9,0,cdt,H,True,0.0,opaque_17|0.900000|0|0
free_cot,opaque_17,0.99,0,non_cdt,T,True,1.0,opaque_17|0.990000|0|0
free_cot,opaque_18,0.5,0,invalid,,False,0.0,opaque_18|0.500000|0|0
free_cot,opaque_18,0.6,0,invalid,,False,0.0,opaque_18|0.600000|0|0
free_cot,opaque_18,0.7,0,cdt,T,True,0.0,opaque_18|0.700000|0|0
free_cot,opaque_18,0.75,0,invalid,,False,0.0,opaque_18|0.750000|0|0
